Series_reference,Period,Type,Data_value,Lower_CI,Upper_CI,Units,Indicator,Cause,Validation,Population,Age,Severity
s12,2001,Single year,13.39323563,10.43390766,16.3525636,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2002,Single year,13.42725362,10.48385598,16.37065127,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2003,Single year,14.4278607,11.39613151,17.45958989,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2004,Single year,17.98562634,14.62391982,21.34733286,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2005,Single year,17.00123182,13.74729836,20.25516527,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2006,Single year,17.29219174,14.02621769,20.5581658,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2007,Single year,15.56192643,12.47228561,18.65156724,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2008,Single year,13.61258788,10.74114984,16.48402591,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2009,Single year,12.76541895,10.00526499,15.52557291,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2010,Single year,15.52145079,12.49094832,18.55195326,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2011,Single year,17.19175606,13.99795595,20.38555618,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2012,Single year,17.94434524,14.69522574,21.19346475,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2013,Single year,15.66989182,12.62754852,18.71223512,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2014,Single year,14.03768389,11.15198307,16.92338471,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2015,Single year,17.21082792,14.05264046,20.36901539,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2016,Single year,19.18158156,15.89766208,22.46550104,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2000,Single year,80,62.46954919,97.53045081,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2001,Single year,79,61.57945905,96.42054095,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2002,Single year,80,62.46954919,97.53045081,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2003,Single year,87,68.71867299,105.281327,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2004,Single year,110,89.44372431,130.5562757,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2005,Single year,105,84.91634555,125.0836545,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2006,Single year,108,87.63145679,128.3685432,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2007,Single year,98,78.59734646,117.4026535,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2008,Single year,87,68.71867299,105.281327,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2009,Single year,83,65.1438783,100.8561217,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2010,Single year,102,82.20533406,121.7946659,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2011,Single year,113,92.16529706,133.8347029,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2012,Single year,119,97.61931714,140.3806829,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2013,Single year,104,84.01221079,123.9877892,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2014,Single year,93,74.09879183,111.9012082,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2015,Single year,118,96.70934147,139.2906585,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2016,Single year,136,113.1430886,158.8569114,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
m12,2000,Single year,4.107547295,2.764780941,5.45031365,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2001,Single year,3.321194403,2.112185615,4.530203191,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2002,Single year,3.625558313,2.369361277,4.881755349,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2003,Single year,3.035140179,1.890299736,4.179980621,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2004,Single year,2.01432756,1.083757649,2.944897472,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2005,Single year,3.26229111,2.074934556,4.449647663,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2006,Single year,2.708351707,1.624754743,3.79194867,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2007,Single year,3.36230414,2.158704429,4.565903851,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2008,Single year,2.332513036,1.333875322,3.33115075,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2009,Single year,2.424494905,1.409864106,3.439125704,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2010,Single year,1.630815378,0.803628004,2.458002753,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2011,Single year,1.111412238,0.421029857,1.801794619,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2012,Single year,1.594113121,0.75799208,2.430234162,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2013,Single year,0.744893197,0.191650658,1.298135737,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2014,Single year,1.42152734,0.647301762,2.195752918,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2015,Single year,1.090978309,0.413385269,1.768571348,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2016,Single year,1.66185449,0.81858323,2.50512575,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2000,Single year,36,24.24021609,47.75978391,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2001,Single year,29,18.44527093,39.55472907,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2002,Single year,32,20.91276941,43.08723059,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2003,Single year,27,16.81572839,37.18427161,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2004,Single year,18,9.684577054,26.31542295,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2005,Single year,29,18.44527093,39.55472907,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2006,Single year,24,14.39817665,33.60182335,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2007,Single year,30,19.26483514,40.73516486,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2008,Single year,21,12.01831668,29.98168332,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2009,Single year,22,12.80695404,31.19304596,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2010,Single year,15,7.409092129,22.59090787,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2011,Single year,10,3.802049677,16.19795032,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2012,Single year,14,6.666486279,21.33351372,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2013,Single year,7,1.814422718,12.18557728,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2014,Single year,13,5.933249356,20.06675064,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2015,Single year,10,3.802049677,16.19795032,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2016,Single year,15,7.409092129,22.59090787,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
f02c,2000,Single year,589.6356412,378.5353228,800.7359595,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2001,Single year,483.0168409,297.3087657,668.7249161,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2002,Single year,524.5209992,336.8111002,712.2308981,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2003,Single year,482.5291181,306.909666,658.1485703,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2004,Single year,613.2860252,420.7984482,805.7736023,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2005,Single year,691.9181793,494.0133528,889.8230058,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2006,Single year,804.438545,597.2039735,1011.673116,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2007,Single year,581.9933825,409.7456229,754.241142,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2008,Single year,629.1694885,456.088635,802.2503421,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2009,Single year,608.8067553,446.134396,771.4791146,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2010,Single year,464.352099,326.8227317,601.8814663,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2011,Single year,655.8696454,496.1301113,815.6091795,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2012,Single year,717.6381064,557.8873444,877.3888684,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2013,Single year,830.3020865,662.7692343,997.8349387,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2014,Single year,683.9423844,537.1912381,830.6935308,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2015,Single year,592.8279185,460.9963887,724.6594483,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2016,Single year,796.9542979,648.8783688,945.030227,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2017,Single year,824.7680028,678.906748,970.6292576,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2018,Single year,714.2554546,581.8341023,846.6768069,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2000,Single year,30,19.26483514,40.73516486,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2001,Single year,26,16.0061054,35.9938946,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2002,Single year,30,19.26483514,40.73516486,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2003,Single year,29,18.44527093,39.55472907,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2004,Single year,39,26.76002884,51.23997116,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2005,Single year,47,33.56316389,60.43683611,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2006,Single year,58,43.073359,72.926641,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2007,Single year,44,30.99906972,57.00093028,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2008,Single year,51,37.00305748,64.99694252,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2009,Single year,54,39.59726497,68.40273503,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2010,Single year,44,30.99906972,57.00093028,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2011,Single year,65,49.19826518,80.80173482,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2012,Single year,78,60.69006678,95.30993322,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2013,Single year,95,75.89663412,114.1033659,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2014,Single year,84,66.03663336,101.9633666,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2015,Single year,78,60.69006678,95.30993322,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2016,Single year,112,91.25769087,132.7423091,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2017,Single year,124,102.1747647,145.8252353,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2018,Single year,113,92.16529706,133.8347029,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
wf02,2002,Single year,36.93970512,28.39284157,45.48656867,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2003,Single year,32.5,24.59913259,40.40086741,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2004,Single year,25.02303999,18.21129553,31.83478446,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2005,Single year,32.21298498,24.66419699,39.76177296,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2006,Single year,31.93055455,24.39834262,39.46276648,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2007,Single year,33.70850314,26.2585577,41.15844858,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2008,Single year,29.47930177,22.46963407,36.48896946,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2009,Single year,26.12334499,19.31780266,32.92888731,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2010,Single year,28.50530059,21.48066941,35.52993178,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2011,Single year,25.1735855,18.49174715,31.85542385,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2012,Single year,31.36833578,23.86781433,38.86885723,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2013,Single year,22.74456683,16.47023297,29.01890069,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2014,Single year,21.85926894,15.73584206,27.98269583,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2015,Single year,26.13837251,19.47979738,32.79694765,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2016,Single year,20.68497256,14.97068869,26.39925643,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2017,Single year,22.27362404,16.59744105,27.94980702,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2018,Single year,22.42972201,16.95649419,27.90294982,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2002,Single year,72,55.36915411,88.63084589,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2003,Single year,65,49.19826518,80.80173482,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2004,Single year,52,37.86649871,66.13350129,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2005,Single year,72,55.36915411,88.63084589,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2006,Single year,71,54.48504992,87.51495008,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2007,Single year,80,62.46954919,97.53045081,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2008,Single year,69,52.7193164,85.2806836,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2009,Single year,59,43.94523097,74.05476903,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2010,Single year,68,51.83772294,84.16227706,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2011,Single year,58,43.073359,72.926641,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2012,Single year,74,57.13975229,90.86024771,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2013,Single year,58,43.073359,72.926641,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2014,Single year,54,39.59726497,68.40273503,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2015,Single year,66,50.07717732,81.92282268,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2016,Single year,57,42.20259642,71.79740358,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2017,Single year,68,51.83772294,84.16227706,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2018,Single year,75,58.02621399,91.97378601,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
in02,2000,Single year,3.31967674,2.110751598,4.528601883,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2001,Single year,6.145092731,4.505857801,7.784327661,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2002,Single year,5.532525583,3.983430882,7.081620284,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2003,Single year,3.259965377,2.073480848,4.446449906,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2004,Single year,4.249456162,2.898333743,5.60057858,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2005,Single year,4.477373885,3.089828878,5.864918892,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2006,Single year,4.690211878,3.27166386,6.108759896,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2007,Single year,5.006170157,3.542899496,6.469440819,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2008,Single year,4.079085676,2.7633321,5.394839252,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2009,Single year,5.999908603,4.426055184,7.573762023,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2010,Single year,6.017373946,4.437670779,7.597077113,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2011,Single year,4.541939857,3.164627461,5.919252252,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2012,Single year,4.343620006,2.993634898,5.693605114,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2013,Single year,3.970902698,2.688160909,5.253644487,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2014,Single year,6.790999805,5.096472404,8.485527206,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2015,Single year,3.6633429,2.410181811,4.916503989,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2016,Single year,4.449605808,3.067252204,5.831959412,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2017,Single year,5.430142324,3.922169679,6.938114969,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2018,Single year,3.448914845,2.252624642,4.645205048,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in01,2000,Single year,29,18.44527093,39.55472907,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
in01,2001,Single year,54,39.59726497,68.40273503,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
in01,2002,Single year,49,35.28025211,62.71974789,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
in01,2003,Single year,29,18.44527093,39.55472907,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
in01,2004,Single year,38,25.91797057,50.08202943,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
in01,2005,Single year,40,27.60409935,52.39590065,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
in01,2006,Single year,42,29.29798164,54.70201836,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
in01,2007,Single year,45,31.85216189,58.14783811,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
in01,2008,Single year,37,25.07800451,48.92199549,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
in01,2009,Single year,56,41.33297256,70.66702744,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
in01,2010,Single year,56,41.33297256,70.66702744,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
in01,2011,Single year,42,29.29798164,54.70201836,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
in01,2012,Single year,40,27.60409935,52.39590065,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
in01,2013,Single year,37,25.07800451,48.92199549,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
in01,2014,Single year,62,46.56722815,77.43277185,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
in01,2015,Single year,33,21.74086411,44.25913589,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
in01,2016,Single year,40,27.60409935,52.39590065,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
in01,2017,Single year,50,36.14096176,63.85903824,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
in01,2018,Single year,32,20.91276941,43.08723059,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
f22c,2000,Single year,650.5860666,428.4937234,872.6784098,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious
f22c,2001,Single year,501.5305856,312.3106532,690.750518,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious
f22c,2002,Single year,576.1395137,379.5515569,772.7274706,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious
f22c,2003,Single year,599.0016639,403.3313826,794.6719452,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious
f22c,2004,Single year,724.1938688,514.9036863,933.4840513,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious
f22c,2005,Single year,736.8124277,532.4854124,941.139443,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious
f22c,2006,Single year,974.5102069,745.9854233,1203.034991,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious
f22c,2007,Single year,661.7742838,478.0480206,845.5005469,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious
f22c,2008,Single year,718.7486031,533.3692241,904.1279821,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious
f22c,2009,Single year,742.0073355,562.6673049,921.3473661,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious
f22c,2010,Single year,610.462661,452.9802291,767.945093,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious
f22c,2011,Single year,716.6096673,549.6155591,883.6037756,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious
f22c,2012,Single year,831.1216936,658.9048794,1003.338508,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious
f22c,2013,Single year,937.329085,759.1411598,1115.51701,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious
f22c,2014,Single year,824.9226322,664.3064704,985.5387941,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious
f22c,2015,Single year,711.8229251,567.6402327,856.0056176,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious
f22c,2016,Single year,930.1077076,770.3140332,1089.901382,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious
f21c,2000,Single year,33,21.74086411,44.25913589,Injuries,Number,Falls,Validated,Maori,75+ years,Serious
f21c,2001,Single year,27,16.81572839,37.18427161,Injuries,Number,Falls,Validated,Maori,75+ years,Serious
f21c,2002,Single year,33,21.74086411,44.25913589,Injuries,Number,Falls,Validated,Maori,75+ years,Serious
f21c,2003,Single year,36,24.24021609,47.75978391,Injuries,Number,Falls,Validated,Maori,75+ years,Serious
f21c,2004,Single year,46,32.7068775,59.2931225,Injuries,Number,Falls,Validated,Maori,75+ years,Serious
f21c,2005,Single year,50,36.14096176,63.85903824,Injuries,Number,Falls,Validated,Maori,75+ years,Serious
f21c,2006,Single year,70,53.60176481,86.39823519,Injuries,Number,Falls,Validated,Maori,75+ years,Serious
f21c,2007,Single year,50,36.14096176,63.85903824,Injuries,Number,Falls,Validated,Maori,75+ years,Serious
f21c,2008,Single year,58,43.073359,72.926641,Injuries,Number,Falls,Validated,Maori,75+ years,Serious
f21c,2009,Single year,66,50.07717732,81.92282268,Injuries,Number,Falls,Validated,Maori,75+ years,Serious
f21c,2010,Single year,58,43.073359,72.926641,Injuries,Number,Falls,Validated,Maori,75+ years,Serious
f21c,2011,Single year,71,54.48504992,87.51495008,Injuries,Number,Falls,Validated,Maori,75+ years,Serious
f21c,2012,Single year,90,71.40614903,108.593851,Injuries,Number,Falls,Validated,Maori,75+ years,Serious
f21c,2013,Single year,107,86.7259749,127.2740251,Injuries,Number,Falls,Validated,Maori,75+ years,Serious
f21c,2014,Single year,102,82.20533406,121.7946659,Injuries,Number,Falls,Validated,Maori,75+ years,Serious
f21c,2015,Single year,94,74.99744414,113.0025559,Injuries,Number,Falls,Validated,Maori,75+ years,Serious
f21c,2016,Single year,131,108.5671869,153.4328131,Injuries,Number,Falls,Validated,Maori,75+ years,Serious
